icao,iata,name,lat,lon,tz,country
SIVQ,,Fazenda Annalu Airport,-22.08222,-54.20111,America/Campo_Grande,BR
SIVR,,Fazenda Sao Raimundo Airport,-7.625,-56.74,America/Santarem,BR
SIVU,,Joao Moteiro Airport,-20.42278,-40.33333,America/Sao_Paulo,BR
SIVV,,Fazenda Bororeo Airport,-16.9275,-56.23306,America/Cuiaba,BR
SIVW,,Banaer de Jacupiranga Airport,-24.71528,-48.02639,America/Sao_Paulo,BR
SIVY,,Fazenda Sapucai Airport,-8.29889,-45.76333,America/Fortaleza,BR
SIVZ,,Mata-Fome Airport,-29.19083,-56.54861,America/Sao_Paulo,BR
SIWA,,Fazenda Estrela do Aripuana Airport,-10.74889,-59.36861,America/Cuiaba,BR
SIWB,,Fazenda Sperafico Airport,-23.19028,-55.28667,America/Campo_Grande,BR
SIWC,,Fazenda Santa Rita Airport,-14.13389,-57.36611,America/Cuiaba,BR
SIWE,,Nelson Pizzani Airport,-27.2127,-50.9565,America/Sao_Paulo,BR
SIWF,,Algodoeira Airport,-14.18556,-57.55056,America/Cuiaba,BR
SIWG,,Fazenda Sao Jose Airport,-14.55639,-55.82,America/Cuiaba,BR
SIWH,,Fazenda Frigorifico Atlas Airport,-9.4125,-50.42556,America/Belem,BR
SIWI,,Guapirama Airport,-13.93417,-57.24278,America/Cuiaba,BR
SIWJ,,Luiz Eduardo Magalhaes Airport,-15.53194,-55.13778,America/Cuiaba,BR
SIWK,,Fazenda Santa Fe Airport,-14.05139,-55.38361,America/Cuiaba,BR
SIWL,,Fazenda Espigao Airport,-14.125,-56.93611,America/Cuiaba,BR
SIWM,,Fazenda Bandeirantes Airport,-17.99139,-49.53528,America/Sao_Paulo,BR
SIWN,,Fazenda Vargem das Flores Airport,-17.84278,-49.58194,America/Sao_Paulo,BR
SIWP,,Fazenda Agua Doce Airport,-22.86722,-54.44083,America/Campo_Grande,BR
SIWQ,,Fazenda Mateira Airport,-20.96611,-53.07833,America/Campo_Grande,BR
SIWR,,Fazenda Amazonas Airport,-13.79972,-50.48917,America/Sao_Paulo,BR
SIWT,,Santa Helena Airport,-7.84028,-56.65944,America/Santarem,BR
SIWU,,Fazenda Nossa Senhora da Candelaria Airport,-18.51861,-57.59833,America/Cuiaba,BR
SIWV,,Boa Vista Airport,-7.85611,-56.71444,America/Santarem,BR
SIWY,,Fazenda Campo Augusta Airport,-17.50972,-55.76889,America/Cuiaba,BR
SIWZ,,Fazenda Fazendinha Airport,-19.48556,-56.48667,America/Campo_Grande,BR
SIXA,,Fazenda Uniao Suzanopolis Airport,-20.53167,-51.09167,America/Sao_Paulo,BR
SIXB,,Fazenda Ilha Verde Airport,-18.50556,-57.40222,America/Campo_Grande,BR
SIXE,,Aeroclube de Eldorado do Sul Airport,-30.05028,-51.44361,America/Sao_Paulo,BR
SIXF,,Fazenda Soledade Airport,-17.38333,-47.53556,America/Sao_Paulo,BR
SIXG,,Fazenda Pouso Alegre Airport,-18.02778,-47.45972,America/Sao_Paulo,BR
SIXI,,Fazenda Antonio Andrade Airport,-15.18028,-40.09278,America/Bahia,BR
SIXL,,Fazenda Sao Francisco Airport,-13.31056,-52.89222,America/Cuiaba,BR
SIXM,,Comunidade Sao Leopoldo do Tapajos Airport,-4.97222,-56.92083,America/Manaus,BR
SIXO,,Fazenda Nossa Senhora de Fatima Airport,-13.9845,-59.6584,America/Cuiaba,BR
SIXP,,Fazenda Paiaguas Airport,-14.0723,-57.4507,America/Cuiaba,BR
SIXQ,,Fazenda Sao Joao Airport,-23.84722,-55.43583,America/Asuncion,BR
SIXV,,Fazenda Rancho do Planalto Airport,-18.13944,-53.36472,America/Campo_Grande,BR
SIXW,,Cimento Poty Airport,-7.53167,-34.86167,America/Fortaleza,BR
SIXX,,Usinas Braco Norte Airport,-9.65833,-54.95444,America/Cuiaba,BR
SIXZ,,Fazenda Spartacus Airport,-24.0,-48.60833,America/Sao_Paulo,BR
SIYE,,Fazenda Campo Helio Airport,-19.09639,-55.56972,America/Campo_Grande,BR
SIYF,,Fazenda Araras Airport,-23.30833,-49.08917,America/Sao_Paulo,BR
SIYH,,Fazenda Cruzeiro Airport,-18.98194,-55.29167,America/Campo_Grande,BR
SIYK,,Fazenda Sorriso Metalico Airport,-17.45667,-48.21528,America/Sao_Paulo,BR
SIYN,,Eletro Primavera LTDA Airport,-11.90083,-61.23056,America/Porto_Velho,BR
SIYO,,Fazenda Goias Barreiro Airport,-17.25556,-51.30639,America/Sao_Paulo,BR
SIYP,,Fazenda Shangri-la Airport,-10.2825,-56.46917,America/Cuiaba,BR
SIYQ,,Tapura Airport,-12.79167,-56.49861,America/Cuiaba,BR
SIYR,,Santa Terezinha Airport,-28.05222,-51.96083,America/Sao_Paulo,BR
SIYS,,Helibras Airport,-22.43083,-45.47917,America/Sao_Paulo,BR
SIYT,,Mamuru Airport,-3.11694,-56.58611,America/Manaus,BR
SIYW,,Fazenda Salvacao Airport,-5.95222,-56.54333,America/Manaus,BR
SIYX,,Fazenda Varginha Airport,-21.95,-46.55,America/Sao_Paulo,BR
SIYY,,Ilha do Caracara Airport,-17.4586,-56.8406,America/Cuiaba,BR
SIZA,,Parque Manoelito Argolo Airport,-11.96028,-38.00278,America/Bahia,BR
SIZC,,Fazenda Fenix Airport,-20.77944,-41.99556,America/Sao_Paulo,BR
SIZF,,Nossa Senhora das Gracas Airport,-23.995,-53.95611,America/Sao_Paulo,BR
SIZG,,Fazenda Encontro das Aguas Airport,-22.6079,-48.3879,America/Sao_Paulo,BR
SIZH,,Fazenda Vista Alegre Airport,-19.99306,-51.51417,America/Campo_Grande,BR
SIZI,,Fazenda Vitoria Airport,-18.7528,-51.4731,America/Sao_Paulo,BR
SIZK,,Fazenda Vera Cruz Airport,-14.875,-52.11555,America/Cuiaba,BR
SIZM,,Fazenda Douradinho Airport,-21.64083,-53.30056,America/Campo_Grande,BR
SIZN,,Fazenda Santa Ana Airport,-13.00417,-61.24,America/Porto_Velho,BR
SIZO,,Calcario Vale do Araguaia Airport,-14.1903,-51.6439,America/Cuiaba,BR
SIZQ,,Fazenda Real Airport,-23.03611,-48.44056,America/Sao_Paulo,BR
SIZR,,Fazenda Carolina Airport,-12.90056,-61.13,America/Porto_Velho,BR
SIZS,,Agropecuaria Equus Airport,-13.5375,-53.43917,America/Cuiaba,BR
SIZT,,Fazenda Buriti Airport,-19.35444,-56.79306,America/Campo_Grande,BR
SIZX,JUA,Juara Sul Airport,-11.28667,-57.53889,America/Cuiaba,BR
SJAA,,Fazenda Sao Jose do Rio Branco Airport,-15.07139,-59.15333,America/Cuiaba,BR
SJAC,,Fazenda Rio Preto Airport,-11.47556,-51.68722,America/Cuiaba,BR
SJAE,,Fazenda Furnas Airport,-13.14028,-51.80111,America/Cuiaba,BR
SJAF,,Fazenda Agua Limpa Airport,-13.67083,-57.89556,America/Cuiaba,BR
SJAG,,Fazenda Paredao Airport,-13.62861,-60.28833,America/Cuiaba,BR
SJAI,,Fazenda Davilandia Airport,-13.1875,-48.75,America/Araguaina,BR
SJAK,,Fazenda F5 Airport,-18.36417,-48.87194,America/Sao_Paulo,BR
SJAL,,Fazenda Santa Maria Airport,-4.64639,-47.23333,America/Araguaina,BR
SJAQ,,Fazenda Renascenca Airport,-16.12028,-46.36,America/Sao_Paulo,BR
SJAR,,Fazenda Bela Manha Airport,-20.0186,-50.8992,America/Sao_Paulo,BR
SJAS,,Fazenda Sao Roque Airport,-21.66917,-49.17306,America/Sao_Paulo,BR
SJAU,,Araguacema Airport,-8.83772,-49.5575,America/Araguaina,BR
SJAW,,Fazenda Citricola Airport,-21.72528,-48.45194,America/Sao_Paulo,BR
SJAX,,Fazenda Acalanto Airport,-12.965,-45.97611,America/Araguaina,BR
SJAY,,Fazenda Ventura Airport,-13.16083,-46.20083,America/Araguaina,BR
SJAZ,,Fazenda Querubim Airport,-12.76889,-46.02139,America/Bahia,BR
SJBF,,Fazenda J.K. Airport,-15.15889,-48.28389,America/Sao_Paulo,BR
SJBK,,Iriri Airport,-5.67917,-54.245,America/Santarem,BR
SJBN,,Aldeia Pykany Airport,-8.16667,-54.82972,America/Manaus,BR
SJBR,,Fazenda Santa Luzia Airport,-17.87667,-56.38889,America/Campo_Grande,BR
SJBS,,Fazenda Livramento Airport,-19.26861,-56.03111,America/Campo_Grande,BR
SJBT,,Fazenda Sao Joao Airport,-19.57444,-56.09945,America/Campo_Grande,BR
SJBU,,Fazenda Baluarte Airport,-17.01278,-44.79028,America/Sao_Paulo,BR
SJBW,,Fazenda Barbacena Airport,-23.83944,-51.90278,America/Sao_Paulo,BR
SJBX,,Severino Lopes Airport,-6.02,-35.23972,America/Fortaleza,BR
SJBY,,Joao Silva Airport,-3.65428,-45.3452,America/Fortaleza,BR
SJBZ,,Fazenda Tres Barras Airport,-18.95722,-51.10861,America/Sao_Paulo,BR
SJCA,,Comandante Vittorio Bonomi Airport,-21.5304,-47.0465,America/Sao_Paulo,BR
SJCD,,Fazenda Pingo D`Agua Airport,-17.72111,-53.9375,America/Campo_Grande,BR
SJCE,,Usina Eldorado Airport,-21.85222,-54.01889,America/Campo_Grande,BR
SJCF,,Fazenda Estrela D`Alva Airport,-13.18917,-52.30695,America/Cuiaba,BR
SJCL,,Fazenda Aracatuba Airport,-14.53139,-50.40861,America/Araguaina,BR
SJCM,,Fazenda Sao Marcus Airport,-16.12167,-52.95083,America/Cuiaba,BR
SJCN,,Aero Agricola Cristalina Airport,-16.90694,-47.70833,America/Sao_Paulo,BR
SJCO,,Fazenda Aparecida Airport,-21.49806,-50.10111,America/Sao_Paulo,BR
SJCP,,Fazenda Sao Roberto Airport,-17.07278,-50.8475,America/Sao_Paulo,BR
SJCQ,,Fazenda Serra Azul Airport,-11.9355,-40.0507,America/Bahia,BR
SJCW,,Jatapu Airport,-1.71205,-58.5112,America/Manaus,BR
SJCY,,Estancia Santa Rita Airport,-15.67944,-55.95555,America/Cuiaba,BR
SJCZ,,Fazenda Paraiso Airport,-12.42917,-54.25639,America/Cuiaba,BR
SJDA,,Fazenda Cruzeiro Airport,-19.19222,-48.11722,America/Sao_Paulo,BR
SJDD,,Fazenda Jumbo Airport,-22.51389,-53.34195,America/Campo_Grande,BR
SJDG,,Projeto Iriri Airport,-6.18806,-54.07222,America/Manaus,BR
SJDH,,Fazenda S.M. Airport,-14.55,-45.76667,America/Bahia,BR
SJDI,,Fazenda Concordia Airport,-22.84917,-54.20611,America/Campo_Grande,BR
SJDJ,,Arenhart Airport,-29.88861,-57.14,America/Sao_Paulo,BR
SJDL,,Fazenda Paraiso Airport,-17.30778,-55.84528,America/Cuiaba,BR
SJDN,,Fazenda Campo Alegre Airport,-19.45611,-55.74083,America/Campo_Grande,BR
SJDS,,Fabrica Fortaleza Airport,-3.92722,-38.50056,America/Fortaleza,BR
SJDT,,Fazenda Sao Roque Airport,-19.51833,-55.31194,America/Campo_Grande,BR
SJDU,,Nossa Senhora do Loreto Airport,-29.72806,-56.96222,America/Sao_Paulo,BR
SJDV,,Fazenda Redencao Airport,-19.61861,-56.74306,America/Campo_Grande,BR
SJDW,,Fazenda Canada Airport,-22.12694,-57.28944,America/Campo_Grande,BR
SJDX,,Fazenda Bandeirantes Airport,-19.41222,-55.54972,America/Campo_Grande,BR
SJDY,,Fazenda da Barra Airport,-18.66306,-54.06861,America/Campo_Grande,BR
SJEA,,Cadete 56-147 Santana Airport,-12.85,-48.22528,America/Araguaina,BR
SJED,,Fazenda Abath Airport,-18.68,-57.225,America/Campo_Grande,BR
SJEF,,Fazenda Costa Rica Airport,-19.74694,-56.04222,America/Campo_Grande,BR
SJEG,,Estancia Esmeralda Airport,-20.16056,-57.15805,America/Campo_Grande,BR
SJEH,,Fazenda Santa Eliza Airport,-22.10194,-48.22694,America/Sao_Paulo,BR
SJEJ,,Fazenda Bonanza Airport,-22.155,-49.28778,America/Sao_Paulo,BR
SJEK,,Satelite Aviacao Agricola Airport,-13.54556,-52.26389,America/Cuiaba,BR
SJEL,,Eldorado Airport,-6.95556,-56.47111,America/Santarem,BR
SJEM,,Estancia Pousada dos Passaros Airport,-12.31917,-55.33389,America/Cuiaba,BR
SJEN,,Pista PLA e Silva Airport,-33.14389,-52.97639,America/Sao_Paulo,BR
SJEQ,,Fazenda Bom Jesus Airport,-18.18278,-56.7825,America/Campo_Grande,BR
SJER,,Fazenda Canada Airport,-17.31889,-50.32028,America/Sao_Paulo,BR
SJES,,Fazenda Agua Pe Airport,-18.11778,-56.64111,America/Campo_Grande,BR
SJET,,Fazenda Recreio Airport,-17.56472,-56.78667,America/Campo_Grande,BR
SJEU,,Fazenda Sao Cristovao Airport,-17.86917,-56.19389,America/Campo_Grande,BR
SJEV,,Fazenda Sao Francisco Airport,-17.64833,-56.88611,America/Campo_Grande,BR
SJEW,,Fazenda Horita Airport,-13.01111,-46.23806,America/Araguaina,BR
SJEX,,Fazenda Vitoria Airport,-13.01056,-46.10778,America/Araguaina,BR
SJEY,,Fazenda Agronet Airport,-19.99056,-50.26611,America/Sao_Paulo,BR
SJFB,,Fazenda Bacuri Airport,-8.38278,-46.44222,America/Araguaina,BR
SJFF,,Frigo Estrela Airport,-20.29472,-50.41056,America/Sao_Paulo,BR
SJFG,,Fazenda Penedo Airport,-5.52111,-57.1075,America/Manaus,BR
SJFI,,CIFI Airport,-15.63472,-55.99055,America/Cuiaba,BR
SJFJ,,Tres Marias da Pitangueiras Airport,-17.235,-55.22667,America/Cuiaba,BR
SJFK,,Fazenda Cachoeira Airport,-12.59667,-49.51805,America/Araguaina,BR
SJFL,,Fazenda Campo Formoso Airport,-12.56167,-49.86333,America/Araguaina,BR
SJFM,,Fazenda Macuco Airport,-23.83583,-54.23139,America/Campo_Grande,BR
SJFN,,Fazenda Brasil Novo Airport,-18.37167,-54.92889,America/Campo_Grande,BR
SJFO,,Fazenda California Airport,-18.03667,-50.19944,America/Sao_Paulo,BR
SJFP,,Fazenda Perobal Airport,-12.91083,-61.36889,America/Porto_Velho,BR
SJFQ,,Fazenda Quatrirmas Airport,-22.95944,-48.67472,America/Sao_Paulo,BR
SJFR,,Fronteira Airport,-12.52389,-58.23556,America/Cuiaba,BR
SJFT,,Fazenda Triunfo Rio Turvo Airport,-10.09306,-57.72694,America/Cuiaba,BR
SJFU,,Tabuleiro Airport,-6.69417,-35.63028,America/Fortaleza,BR
SJFV,,Fazenda Gaia Airport,-18.76,-48.75528,America/Sao_Paulo,BR
SJFW,,Fazenda W. Egidio III Airport,-15.93806,-46.4775,America/Sao_Paulo,BR
SJFX,,Fazenda Santo Angelo Airport,-12.79833,-46.09583,America/Bahia,BR
SJGA,,Aerorural Floramazon Airport,-3.70222,-56.05389,America/Manaus,BR
SJGB,,Fazenda Ponte de Pedra Airport,-13.58417,-57.46305,America/Cuiaba,BR
SJGC,,Fazenda Busato I Airport,-12.90167,-45.5,America/Araguaina,BR
SJGD,,Fazenda Rio Brilhante Airport,-12.80333,-45.72361,America/Bahia,BR
SJGE,,Pista Nacoes Unidas Airport,-6.08139,-56.28944,America/Manaus,BR
SJGF,,Aerodromo Nova Era Airport,-30.21278,-52.44139,America/Sao_Paulo,BR
SJGH,,Aeropel Airport,-28.71639,-55.9925,America/Sao_Paulo,BR
SJGI,,Fazenda Cypi Airport,-19.33806,-56.90778,America/Campo_Grande,BR
SJGJ,,Namocoli Airport,-20.60889,-57.55417,America/Campo_Grande,BR
SJGK,,Fazenda Rio liberdade Airport,-9.42861,-51.02694,America/Belem,BR
SJGN,,Fazenda Agromar Airport,-13.6625,-56.48278,America/Cuiaba,BR
SJGO,,Eldorado Airport,-23.81861,-54.2525,America/Campo_Grande,BR
SJGP,,Condominio Fly-In Community Airport,-16.4462,-54.6642,America/Cuiaba,BR
SJGR,,Fazenda Cavalgada Grande Airport,-14.60472,-50.15278,America/Sao_Paulo,BR
SJGT,,Salto Augusto Airport,-8.89278,-58.54972,America/Porto_Velho,BR
SJGU,,Araguatins Airport,-5.68444,-48.1156,America/Araguaina,BR
SJGW,,Estancia Floresta Airport,-11.78278,-55.53917,America/Cuiaba,BR
SJGX,,Da Praia Velha Airport,-31.12667,-51.57583,America/Sao_Paulo,BR
SJGY,,Fazenda Barriguda Airport,-13.70778,-46.73583,America/Sao_Paulo,BR
SJGZ,,Fazenda Aracatuba Airport,-22.09,-52.675,America/Campo_Grande,BR
SJHA,,Fazenda Janaina Airport,-22.98306,-55.02,America/Campo_Grande,BR
SJHD,,Fazenda Modelo Airport,-21.38222,-52.19889,America/Campo_Grande,BR
SJHE,,Fazenda Palmeira Airport,-12.09389,-55.99778,America/Cuiaba,BR
SJHF,,Bunge Airport,-7.37222,-44.39611,America/Fortaleza,BR
SJHG,CFO,Confresa Airport,-10.6344,-51.5636,America/Campo_Grande,BR
SJHH,,Fazenda Poruina Airport,-18.12,-52.21778,America/Sao_Paulo,BR
SJHJ,,Fazenda Remanso Airport,-11.18222,-61.08889,America/Porto_Velho,BR
SJHK,,Musica Airport,-30.93611,-55.08083,America/Sao_Paulo,BR
SJHL,,Frisama Eldorado Airport,-6.09472,-49.36139,America/Belem,BR
SJHM,,Fazenda Globo Airport,-12.95361,-58.59028,America/Cuiaba,BR
SJHN,,Fazenda Belluno Airport,-27.81722,-49.23389,America/Sao_Paulo,BR
SJHO,,Fazenda Colorado Airport,-13.95139,-57.10556,America/Cuiaba,BR
SJHP,,Monte Belo Airport,-20.27639,-53.66167,America/Campo_Grande,BR
SJHQ,,Fazenda Sao Jose da Reunidas Airport,-11.03361,-52.33389,America/Cuiaba,BR
SJHS,,Fazenda Sao Vicente Airport,-19.3175,-48.34861,America/Sao_Paulo,BR
SJHT,,Fazenda ANB Airport,-19.83167,-54.82944,America/Campo_Grande,BR
SJHU,,Agropecuaria Vale do Guapore Airport,-13.87861,-60.09639,America/Cuiaba,BR
SJHW,,Professor Mauricio Joppert Airport,-17.29361,-43.95861,America/Sao_Paulo,BR
SJHX,,Frisama Acailandia Airport,-4.94556,-47.46472,America/Fortaleza,BR
SJHZ,,Fazenda Dois Netos Airport,-13.24556,-54.03389,America/Cuiaba,BR
SJIC,,Pedro da Costa Lima Airport,-21.24444,-52.78611,America/Campo_Grande,BR
SJID,,Fazenda Goiaba Airport,-19.91722,-52.63139,America/Campo_Grande,BR
SJIE,,Aero Agricola Sapezal Airport,-13.55028,-58.86,America/Cuiaba,BR
SJIF,,Fazenda Nova Era Airport,-23.39417,-54.7525,America/Campo_Grande,BR
SJII,,Fazenda Sao Marcos Airport,-22.29667,-54.94139,America/Campo_Grande,BR
SJIJ,,Fazenda Amparo Airport,-17.78194,-53.46111,America/Campo_Grande,BR
SJIL,,Fazenda Santa Barbara Airport,-19.09861,-55.84778,America/Campo_Grande,BR
SJIO,,Guararapes Airport,-26.99194,-50.38306,America/Sao_Paulo,BR
SJIQ,,Usina Coruripe - Filial Limeira do Oeste Airport,-19.52333,-50.65556,America/Sao_Paulo,BR
SJIR,,Engenheiro Joaquim Martins Airport,-13.30778,-40.88278,America/Bahia,BR
SJIS,,Fazenda Futuro Airport,-20.34667,-53.45694,America/Campo_Grande,BR
SJIT,,Itau de Minas Airport,-20.7553,-46.7502,America/Sao_Paulo,BR
SJIU,,Fazenda Beija-Flor Airport,-11.79417,-38.09083,America/Bahia,BR
SJIV,,Sao Joao Airport,-29.08583,-56.21472,America/Sao_Paulo,BR
SJIY,,Sao Leopoldo Airport,-4.97917,-56.92722,America/Manaus,BR
SJIZ,,Modulo Aguapei Airport,-15.86889,-59.21889,America/Cuiaba,BR
SJJA,,Fazenda Jamanxin Airport,-8.375,-55.30611,America/Manaus,BR
SJJB,,Fazenda Cacique Airport,-20.77667,-52.77722,America/Campo_Grande,BR
SJJF,,Pousada do Rio Roosevelt Airport,-8.49444,-60.9625,America/Porto_Velho,BR
SJJG,,Fazenda Tanguru Airport,-12.72167,-52.37861,America/Cuiaba,BR
SJJH,,Pousada Rio Xingu Airport,-3.24944,-51.7225,America/Santarem,BR
SJJJ,,Fazenda Juliana Airport,-12.6825,-61.08889,America/Porto_Velho,BR
SJJK,,Fazenda Taquaral Airport,-10.02889,-56.7383,America/Cuiaba,BR
SJJL,,Fazenda Campo Aberto Airport,-11.7883,-45.9647,America/Bahia,BR
SJJM,,Michels Aviacao Agricola LTDA Airport,-13.53222,-58.76528,America/Cuiaba,BR
SJJN,,Fazenda Ponto de Apoio Airport,-20.46639,-52.6875,America/Campo_Grande,BR
SJJO,,Joao de Oliveira Bueno Airport,-13.1925,-47.11555,America/Sao_Paulo,BR
SJJP,,Sao Francisco Airport,-7.83528,-56.53833,America/Santarem,BR
SJJR,,Fazenda Recreio Airport,-21.71944,-44.20944,America/Sao_Paulo,BR
SJJT,,Fazenda Vale Verde Airport,-9.96111,-49.75195,America/Araguaina,BR
SJJU,,Fazenda Barra Mansa Airport,-14.04944,-60.15194,America/Cuiaba,BR
SJJV,,Fazenda Pilar Airport,-3.29333,-56.18472,America/Santarem,BR
SJJW,,Fazenda Santa Emilia Airport,-19.50556,-55.61306,America/Campo_Grande,BR
SJJX,,Maca Aero Airport,-2.89806,-48.95861,America/Belem,BR
SJKA,,Aerocampo Airport,-13.63528,-57.89944,America/Cuiaba,BR
SJKB,,Cotriguacu Airport,-9.89944,-58.58194,America/Cuiaba,BR
SJKC,,Fazenda Costa Norte II Airport,-9.29139,-58.03305,America/Porto_Velho,BR
SJKG,,Fazenda Jatoba Airport,-3.51333,-54.09555,America/Santarem,BR
SJKH,,Boa Fe Airport,-7.42806,-56.34083,America/Santarem,BR
SJKI,,Curiau Airport,0.20889,-51.0092,America/Belem,BR
SJKJ,,Fazenda Cangaia Airport,-17.44278,-53.80889,America/Cuiaba,BR
SJKL,,Cana Airport,4.61889,-60.0717,America/Guyana,BR
SJKM,,Canawapai Airport,4.80806,-60.0222,America/Guyana,BR
SJKN,,Caracana Airport,4.70472,-60.2653,America/Boa_Vista,BR
SJKO,,Cararuau Airport,4.06306,-60.165,America/Boa_Vista,BR
SJKP,,Caraparu Airport,4.54111,-60.4631,America/Boa_Vista,BR
SJKQ,,Caramambatai (Mapae) Airport,5.12306,-60.5858,America/Boa_Vista,BR
SJKR,,Pista KRB Airport,-6.08056,-56.38917,America/Manaus,BR
SJKS,,Catrimani I Airport,2.37556,-63.0083,America/Boa_Vista,BR
SJKT,,Contao Airport,4.17167,-60.5436,America/Boa_Vista,BR
SJKU,,Cumaipa Airport,4.81389,-60.4736,America/Boa_Vista,BR
SJKV,,Cumana I Airport,4.47028,-60.7781,America/Boa_Vista,BR
SJKW,,Cumana II Airport,4.42694,-60.8239,America/Boa_Vista,BR
SJKX,,Cutia Airport,4.17,-59.7486,America/Guyana,BR
SJKZ,,Estevao Airport,4.44972,-60.4392,America/Boa_Vista,BR
SJLA,,Flechal Airport,4.66139,-60.2919,America/Boa_Vista,BR
SJLB,,Fazenda Chaparral Airport,-15.50194,-57.76722,America/Cuiaba,BR
SJLC,,Hakoma Airport,2.72,-63.5675,America/Boa_Vista,BR
SJLD,,Fazenda Porto do Campo Airport,-15.71556,-57.71139,America/Cuiaba,BR
SJLE,,Halikato-U Airport,3.225,-63.1994,America/Boa_Vista,BR
SJLF,,Homoxi Airport,2.49778,-63.7297,America/Boa_Vista,BR
SJLH,,Jacamim Airport,2.17611,-59.7839,America/Guyana,BR
SJLI,,Fazenda Lilliani Airport,-4.21361,-46.975,America/Fortaleza,BR
SJLJ,,Jatapuzinho Airport,0.59722,-59.2217,America/Boa_Vista,BR
SJLK,,Lago Grande I Airport,3.44278,-60.3525,America/Boa_Vista,BR
SJLL,,Maturuca Airport,4.46083,-60.1003,America/Boa_Vista,BR
SJLM,,Leao de Ouro Airport,4.15167,-61.4278,America/Caracas,BR
SJLN,,Maloquinha Airport,4.72694,-60.5906,America/Boa_Vista,BR
SJLO,,Manalai Airport,5.08417,-60.3789,America/Boa_Vista,BR
SJLP,,Manoa-Pium Airport,2.98,-60.0953,America/Boa_Vista,BR
SJLQ,,Maracana Airport,4.365,-60.0167,America/Boa_Vista,BR
SJLS,,Marupa Airport,2.12528,-59.8214,America/Boa_Vista,BR
SJLT,,Milho Airport,3.38556,-60.4078,America/Boa_Vista,BR
SJLU,,Missao Catrinami Airport,1.74083,-62.2864,America/Boa_Vista,BR
SJLV,,Morro Airport,4.35722,-59.97,America/Boa_Vista,BR
SJLW,,Mudubim I Airport,4.42167,-60.4897,America/Boa_Vista,BR
SJLX,,Mutum Airport,4.45306,-59.8539,America/Guyana,BR
SJLZ,,Orinduque Airport,4.73444,-60.0347,America/Guyana,BR
SJMA,,Fazenda Mundo Acabado Airport,-17.93556,-54.92611,America/Campo_Grande,BR
SJMD,,Paapiu Novo Airport,2.72278,-62.9503,America/Boa_Vista,BR
SJME,,Mato Grosso Airport,4.57056,-60.9031,America/Caracas,BR
SJMF,,Pacu Airport,4.16389,-60.2222,America/Boa_Vista,BR
SJMH,,Palimiu Airport,3.31806,-62.9711,America/Boa_Vista,BR
SJMI,,Parafuri Airport,3.28806,-63.8431,America/Boa_Vista,BR
SJMJ,,Pedra Branca Airport,4.45722,-60.2678,America/Boa_Vista,BR
SJMK,,Pedra Preta Airport,4.71306,-60.4764,America/Boa_Vista,BR
SJML,,Piolho Airport,4.70139,-60.7336,America/Caracas,BR
SJMM,,Pipi Airport,4.93,-60.3219,America/Boa_Vista,BR
SJMN,,Raposa Airport,3.81,-60.0903,America/Boa_Vista,BR
SJMO,,Santa Isabel Airport,4.47,-60.8625,America/Boa_Vista,BR
SJMP,,Santa Liberdade Airport,4.2875,-60.2569,America/Boa_Vista,BR
SJMQ,,Santa Maria de Normandia Airport,4.17028,-60.1378,America/Boa_Vista,BR
SJMR,,Maragogipe Airport,-23.46111,-54.29889,America/Campo_Grande,BR
SJMT,,Sao Miguel Cachoeirinha Airport,4.49028,-60.9906,America/Caracas,BR
SJMU,,Sauparu Airport,4.98972,-60.4356,America/Boa_Vista,BR
SJMV,,Serra do Sol Airport,4.9425,-60.4753,America/Boa_Vista,BR
SJMW,,Soco Airport,4.47,-60.1769,America/Boa_Vista,BR
SJMX,,Suapi Airport,4.57528,-60.8583,America/Caracas,BR
SJMZ,,Fazenda Mizote Airport,-12.9575,-45.98472,America/Araguaina,BR
SJNA,,Clube de Esportes Aereos e Nauticos do Para Airport,-1.26722,-48.43,America/Belem,BR
SJNB,,Ubaru Airport,4.50167,-60.8022,America/Boa_Vista,BR
SJNC,,Uraricoera Airport,3.14611,-62.2303,America/Boa_Vista,BR
SJND,,Nova Descoberta Airport,-6.61889,-56.6925,America/Manaus,BR
SJNE,,Wapum Airport,1.99,-59.9572,America/Boa_Vista,BR
SJNF,,Wilimon Airport,4.635,-60.1761,America/Boa_Vista,BR
SJNG,,Xidea Airport,2.60694,-63.8694,America/Boa_Vista,BR
SJNH,,Fazenda Nhu-Vera Airport,-18.02722,-55.46028,America/Campo_Grande,BR
SJNI,,Fazenda Mutum Airport,-13.91972,-56.08444,America/Cuiaba,BR
SJNJ,,Fazenda Lakanka Airport,-15.4325,-51.59056,America/Cuiaba,BR
SJNK,,Fazenda Tres Perobas Airport,-12.08167,-61.64,America/Porto_Velho,BR
SJNL,,Fazenda Reata Airport,-13.62028,-57.58083,America/Cuiaba,BR
SJNM,,Fazenda Santa Luzia Airport,-13.99972,-55.94528,America/Cuiaba,BR
SJNN,,Fazenda Botelho Airport,-10.22222,-64.34333,America/Porto_Velho,BR
SJNO,,Fazenda Nazare Airport,-18.67361,-57.12333,America/Campo_Grande,BR
SJNP,NPR,Novo Progresso Airport,-7.12583,-55.40083,America/Santarem,BR
SJNQ,,Destilaria Medasa Airport,-17.485,-40.15778,America/Bahia,BR
SJNR,,Norte Jet Airport,-1.30722,-48.2575,America/Belem,BR
